Season,TeamID,OR,DR,Ast,TO,Stl,Blk,PF,Avg_Possessions,OffRtg,DefRtg,FG%,FT%,PPG_Diff%,3P%
2024,1228,11.2,24.4,12.5,9.7,3.4,3,16.8,70.788,124.3899614,116.5143939,0.4895627504,0.7622355006,5.6,0.3563011063
2008,1255,15,24.5,24,12,7,3,18.5,66.16,132.1028081,110.4770837,0.5079445145,0.7424242424,14.5,0.4888392857
2012,1254,10.375,27.125,17.375,14.125,5.75,3.25,14.625,74.895,117.2789777,109.8552723,0.503824096,0.72240604,5,0.3465780272
2018,1310,10.28571429,30.57142857,12,11,3.857142857,4.428571429,16.57142857,75.62285714,115.7111385,111.0198097,0.484439717,0.7819335318,3.714285714,0.3736131019
2009,1152,17,25.4,16,12.2,10.2,5.4,18.8,73.672,118.3701487,107.5736174,0.430764379,0.7667175961,8.2,0.3445812808
2017,1366,14,29.2,15.4,14.2,7.2,3.6,19.6,81.04,107.6365846,103.5250073,0.4269542061,0.6628134185,3.6,0.3242638709
2014,1421,9.857142857,27.57142857,13,14,6.571428571,6.428571429,19,74.14285714,117.81229,110.4950811,0.5049392607,0.760411924,5.428571429,0.4069026734
2023,1405,7.2,21.8,14.2,8.8,6.5,2.8,15.6,69.432,125.9186738,107.051278,0.5176342585,0.8140717736,12.9,0.4414685415
2020,1331,9,28.16666667,16.16666667,8,6.5,2.833333333,17.83333333,74.28,117.167793,98.99760243,0.4849078874,0.7033730159,13.33333333,0.3795033186
2017,1324,8.571428571,29.28571429,19.14285714,11.28571429,7.857142857,5,15.71428571,74.38285714,117.2005989,101.3717466,0.4931840582,0.7720740069,12,0.3818580542
2009,1393,14.6,25.6,22.1,14.8,8.5,5.3,17.8,75.38,115.4171137,100.0866662,0.5062121982,0.5978097393,11.1,0.3698840963
2024,1404,8.428571429,30.85714286,12.28571429,8.571428571,4.571428571,3.142857143,14,74.22285714,116.8700736,104.6969235,0.4426326815,0.836712534,9,0.3782925046
2014,1369,12,26.5,19.33333333,12.66666667,7,4.333333333,20.83333333,71.96,119.9277562,111.4923684,0.5299960265,0.6502525793,6,0.3490710678
2003,1112,13.375,28,18,12.375,7.625,4.375,19,75.48,115.3571376,96.46877972,0.4773629727,0.746483396,14,0.3412274923
2016,1140,10.875,29.125,18.625,10.25,6.125,4,19,73.135,118.0080568,93.47713829,0.4768445018,0.6900716219,17.75,0.411605871
2018,1252,8.875,26,18.375,14,8.5,2.875,17.625,74.27,116.5832446,100.4877818,0.5199120443,0.7538461617,11.75,0.359461847
2009,1377,9.4,27.2,20.2,13.2,5,6.8,14.6,73.152,117.080336,104.1489786,0.5124974085,0.6617179994,10.6,0.3938616939
2016,1324,10.42857143,28.57142857,16.57142857,11.14285714,5.571428571,4.714285714,18.57142857,74.09142857,115.8813953,108.6133813,0.4609709196,0.7688352021,6,0.4097790453
2022,1234,10.53846154,24.07692308,16.23076923,9.307692308,6.384615385,3.923076923,15.92307692,71.36,120.993228,102.0540904,0.4809123793,0.7311741801,13.69230769,0.4068816977
2024,1122,8.375,22.625,10.375,7.25,5.875,1.625,18.375,69.735,123.798394,118.8824542,0.4869084668,0.8039635173,3.25,0.3941010379
2013,1254,11.55555556,25.44444444,15.22222222,15.44444444,7.222222222,3,19.22222222,72.97777778,118.4613337,107.3994407,0.5292433942,0.6750104673,8.222222222,0.4363280887
2024,1196,10.45454545,26.09090909,14.45454545,10.36363636,6.363636364,4.818181818,20.45454545,74.82909091,115.3601865,110.7053232,0.4627738787,0.7618977167,3.545454545,0.3466793807
2017,1351,11.25,28.375,17.375,15.875,7.25,2.875,19.875,76.235,112.6048196,108.9443039,0.5043869123,0.6931036325,3,0.4460623892
2021,1159,8.857142857,28.14285714,18.28571429,9.857142857,6.714285714,3.857142857,14,71.80571429,119.8746516,101.0555842,0.512023082,0.7070277342,13.57142857,0.4325432658
2016,1462,12.125,27.75,16.875,12.125,7.75,2.25,21,74.5,116.1951205,104.8271394,0.4781934659,0.710849192,7.875,0.3810115606
2021,1331,4.375,24.5,12.5,10.5,7,5.25,18.625,75.585,113.6458737,104.928398,0.474413077,0.884681215,7,0.4034315908
2022,1355,5.777777778,25.44444444,14.66666667,8.555555556,5.555555556,2.888888889,14,69.43111111,123.8650032,100.7793624,0.5400992247,0.747221981,15.55555556,0.4556431929
2017,1448,10,26.625,13.875,10.5,5.5,3.25,20.5,71.16,120.874642,114.6645637,0.4922210107,0.7669096744,4.25,0.3792227532
2003,1151,13.28571429,22.85714286,17.71428571,15.57142857,8.428571429,1.714285714,17.85714286,71.94857143,119.6231645,103.7506169,0.5106923943,0.8107041333,10.71428571,0.4203286909
2017,1457,11.11111111,28,14.22222222,13.11111111,6.888888889,5.333333333,18.33333333,73.41333333,117.5314813,97.23806352,0.4707683906,0.7189030142,13.88888889,0.405872767
2015,1372,10.8,23.9,18.8,14.1,5.6,4,22.2,69.288,123.4350594,102.6364768,0.5241370528,0.7917254328,14.6,0.4279884574
2008,1308,17.44444444,28.55555556,16,14.88888889,8.222222222,3.222222222,18.55555556,75.6,113.8186775,93.9488961,0.4787487311,0.6530262719,14.11111111,0.3766042599
2005,1310,15.375,23.875,16.375,12.75,5.75,3.875,18.625,73.295,116.150775,112.9230635,0.4305253565,0.7978160058,2.25,0.3319673719
2024,1186,6.5,21.75,18.25,11.75,6.125,3,17.375,71.53,119.648227,117.1706787,0.5269518236,0.796580831,1.75,0.3617060023
2024,1385,10.5,22.5,16.875,8.25,7.375,6.375,18.375,70.31,122.1595154,106.6392291,0.5004408683,0.8228527549,10.625,0.3727974878
2019,1138,13.1,29.9,16.7,10.9,7.4,4,17.1,74.28,115.0937612,93.21135672,0.4554899103,0.6766022998,16.5,0.3217686328
2021,1460,11,27.4,14,13.8,5,3.2,17.2,74.824,114.6989378,109.2772878,0.4719990583,0.7898168498,3.8,0.4046529367
2010,1140,9.333333333,26.22222222,14.77777778,10.66666667,9.222222222,2.333333333,17.33333333,71.36888889,119.7432188,95.54493303,0.477259947,0.8050498179,17.22222222,0.4411119128
2019,1220,9.666666667,22.66666667,13.88888889,8.666666667,6.111111111,4.444444444,14.77777778,68.65777778,124.5453833,119.3451925,0.4798387984,0.8159861435,3.333333333,0.4040630245
2023,1125,6.666666667,27.33333333,16.16666667,9.666666667,6.5,2.333333333,16,73.34,116.5157822,105.0640281,0.5058774085,0.7382575758,8.5,0.3613265928
2016,1372,12.5,25,18.6,11.9,9.8,3.2,19.9,68.728,123.9366802,83.61143061,0.4945524114,0.7702699615,27.9,0.4005802712
2006,1253,15.4,23,13.2,12.3,6.9,3.4,17.4,74.728,114.1933629,107.9624717,0.4520300624,0.7090538573,5,0.3583570649
2016,1125,9.4,22.2,17.2,15.6,5.6,2.6,23,73.072,116.5880569,116.558265,0.5084514726,0.7196223317,8.88E-16,0.3580241935
2009,1347,13.125,32.125,17.375,16.625,6.125,6,19.5,75.93,112.1067575,101.949925,0.5002678872,0.6796454657,7.625,0.411147533
2019,1293,9.875,28.5,17.75,11.25,5.625,4.25,14.125,71.455,119.1638932,98.09845762,0.5116816799,0.7662283097,15.5,0.3395277123
2007,1253,10.2,23.2,15.5,13.5,7.6,2.5,16.7,72.784,117.1883825,106.6696603,0.5054645581,0.7300824238,7.6,0.386919955
2018,1437,8,28.1,15.8,10.9,6.3,3.5,16.3,71.428,119.9456307,101.735611,0.503838152,0.7942111054,12.5,0.3659237696
2005,1194,14.5,24.66666667,14.5,16.83333333,10.16666667,4.666666667,22.83333333,80.51333333,105.7595028,106.1196162,0.4728212184,0.6225815392,0.1666666667,0.346300087
2016,1316,8,24,15.85714286,11.28571429,5.428571429,4.285714286,16.14285714,72.00571429,117.7276889,115.6191394,0.4995378183,0.7039311377,1.857142857,0.4034368072
2017,1377,10,28.66666667,11.83333333,10.5,6.166666667,3,20,72.67333333,117.2626488,108.1527279,0.4731516639,0.7263559733,6.666666667,0.3646494709
2019,1355,7.666666667,29,14.66666667,10.66666667,6.333333333,2.5,15.83333333,71.82,118.871996,111.3807298,0.4824394417,0.8297444431,5.166666667,0.4027319673
2006,1314,14,26.11111111,17.88888889,13.11111111,6.555555556,3.666666667,18.33333333,70.43555556,121.8134796,99.79361925,0.5015681231,0.6870757816,15.22222222,0.3887853537
2014,1322,12.22222222,26.11111111,17.66666667,14.22222222,6.777777778,4.333333333,18.77777778,73.48444444,115.0285566,105.764412,0.5022045803,0.729195105,7.222222222,0.3721010714
2005,1190,14.42857143,26.28571429,12.71428571,15.71428571,9.428571429,2.571428571,19.14285714,77.95428571,108.8023921,106.4272323,0.4712799758,0.6301793445,2.285714286,0.4366496599
2023,1365,7,27.57142857,16.28571429,10.28571429,5.714285714,4.571428571,17,75.44,112.8162749,102.1757379,0.4977032159,0.6142278774,7.714285714,0.4343272781
2010,1440,12.16666667,22.83333333,13.16666667,12.16666667,8.166666667,5.166666667,18.33333333,76.92666667,109.9927385,121.7798595,0.4347870183,0.6695815393,-8.666666667,0.3415060719
2021,1405,8.25,26.25,15,10.125,6.5,2.5,14.75,73.405,115.6146857,102.8586303,0.472777861,0.8178971004,9.25,0.3724846809
2024,1211,7.75,23,18.25,7.75,6,4.75,15.375,66.09,128.1028186,107.3302159,0.5532855085,0.7804845215,13.875,0.416899978
2024,1426,9.6,22.5,17,12.6,7.2,3.7,21.4,71.352,119.3281566,104.8977111,0.4913916232,0.7446174802,9.9,0.3889742665
2004,1448,13.44444444,22.77777778,16,16.11111111,7.111111111,2.333333333,21.33333333,73.28444444,115.6442531,111.6091308,0.4824900974,0.7033801846,3.111111111,0.4522558102
2007,1394,10.63636364,23,19.54545455,16.63636364,7.818181818,2.272727273,18.36363636,69.72,121.4411961,105.8915937,0.5590782155,0.745537034,10.81818182,0.4434202161
2017,1252,9.285714286,24.85714286,20.71428571,13.71428571,7,3.285714286,19.57142857,73.34857143,115.3614431,104.39,0.4979324269,0.7121132969,7.714285714,0.3791615323
2020,1340,12.28571429,20.14285714,15.57142857,12.42857143,10.14285714,3.714285714,18.42857143,73.08571429,116.1471723,104.0760629,0.4774491831,0.7769961252,8.571428571,0.371729461
2008,1440,13,22,14.33333333,14,11.83333333,2.666666667,15.66666667,78.61333333,108.210707,111.0761941,0.4448590799,0.7227223284,-2.5,0.2831965667
2014,1293,10.5,23.16666667,12.33333333,12.33333333,6.666666667,2.666666667,16.83333333,69.28,121.5166428,110.4902916,0.5108610893,0.7156660741,6.833333333,0.3488617377
2018,1359,6.833333333,25.16666667,18.5,14.16666667,7.166666667,2.833333333,16.33333333,73.41333333,114.3274581,120.4058108,0.5126332223,0.7691033854,-3.833333333,0.4020491594
2006,1125,12.22222222,24.88888889,17,13.88888889,8.333333333,3.555555556,16.55555556,70.34222222,119.9258682,100.3234284,0.5139495032,0.704558826,13.55555556,0.404143859
2018,1214,10.66666667,30.11111111,16.44444444,11.77777778,5.222222222,3.888888889,18.33333333,74.43555556,113.4508561,101.5515676,0.4743289088,0.7399592339,9,0.3573817346
2004,1337,12,22.57142857,17.14285714,12.85714286,9.142857143,2.285714286,19.42857143,70.37142857,119.9497336,113.0719431,0.503768292,0.7343270764,4.714285714,0.4424763833
2016,1236,9.857142857,24.57142857,14.28571429,11.28571429,6.142857143,2.285714286,15.28571429,69.53714286,121.7082622,112.8758777,0.4823801717,0.7677667053,6.285714286,0.4246678465
2017,1355,9,27.28571429,12.57142857,12.28571429,4.571428571,3.285714286,19,69.94285714,120.7943468,108.5943427,0.5025306052,0.794757326,8.428571429,0.377288622
2006,1233,14,25.625,16.75,15,7.75,4.75,19.75,71.065,119.6750165,102.1248723,0.5109928145,0.6552522561,12,0.4377200952
2010,1344,16.85714286,20.14285714,14.14285714,12.57142857,8,3.857142857,21.71428571,74.52571429,113.2885008,125.1590606,0.4347023596,0.6558905539,-8.857142857,0.3503342953
2018,1456,5.625,25.75,17.125,11.625,4.625,3.5,16.875,69.935,119.8864866,114.570509,0.5173223934,0.8414294952,3.875,0.3961543467
2020,1457,12.75,28.375,15.375,13.5,5.875,2.75,20.125,73.21,114.8579251,104.2982961,0.4743797963,0.6435082822,7.875,0.3443666711
2020,1453,9.571428571,28.28571429,14.42857143,11.42857143,6,3.571428571,20.85714286,74.83428571,112.6511537,104.8954917,0.4766999597,0.7920784475,5.428571429,0.3569860968
2013,1255,9.857142857,26.85714286,15.57142857,14,6,3.857142857,18.71428571,73.42857143,114.6739525,111.3814173,0.4951794188,0.7998088091,2.285714286,0.3853183212
2011,1254,15,26.125,16.5,13.875,7.875,2.375,15,73.62,114.1188919,102.578555,0.4680057162,0.6476107768,8.625,0.3658900043
2021,1309,7.333333333,24.77777778,17,16.44444444,8.222222222,3.555555556,21.44444444,76.85777778,109.8186868,100.2716666,0.524857704,0.7681663501,7,0.38748335
2008,1314,14.11111111,27.55555556,15.33333333,14.66666667,7.333333333,5.333333333,18.44444444,72.84444444,115.8430224,97.80440626,0.4967275972,0.7420287281,13.22222222,0.4349220224
2004,1444,16,22.5,15,14,10.3,2.4,19.1,71.104,118.5799085,98.00557372,0.4633791904,0.7752844342,14.7,0.3761861546
2005,1204,14.375,25.5,16.875,14.5,10.75,5,21.75,79.615,105.0652669,100.3535658,0.4361456134,0.662238467,4.125,0.339804622
2018,1351,12.42857143,24.42857143,13.28571429,13.28571429,8.857142857,4.428571429,21.42857143,74.70857143,111.7891876,107.5853471,0.4778338108,0.6125620159,3.571428571,0.3389753449
2024,1120,8.333333333,24,18,10.33333333,6.777777778,6.888888889,21.11111111,71.73777778,117.1476641,99.1329945,0.4918955501,0.7205106337,12.77777778,0.3927116616
2024,1179,6.125,24,16.5,8.125,6,1.125,16.625,72.265,117.026263,105.0606452,0.469754725,0.8024425534,8,0.4110017975
2003,1141,11.3,23.9,16.2,16.9,7.6,4.4,18.8,69.416,120.6647373,103.7718438,0.5179866856,0.8252516188,11.7,0.4143840629
2018,1158,9.111111111,23.88888889,12.33333333,8.666666667,6.333333333,3,15.11111111,68.03555556,123.3709552,109.5349205,0.5000734445,0.7658073148,8.777777778,0.4088711588
2024,1116,6.777777778,24,12.88888889,10.77777778,6.222222222,5.444444444,21.55555556,73.83111111,113.7204442,113.0958049,0.475654768,0.8531758236,0.4444444444,0.2990560583
2018,1453,7.142857143,27.42857143,16,10.57142857,5.142857143,1.428571429,20.28571429,75.20571429,111.5331388,112.5719693,0.4522145093,0.7353410828,-0.7142857143,0.4595348171
2021,1123,9.857142857,24.42857143,16.28571429,15.42857143,4.142857143,1.857142857,19.71428571,76.50857143,109.6777408,106.2375222,0.4845977002,0.8639069264,2.428571429,0.3603406701
2016,1150,9.4,25.6,16.3,13.1,6.9,2,18.5,74.968,111.4390554,104.5223279,0.4754205934,0.7666944385,5.1,0.4036129826
2017,1262,8.2,23,16.6,12.6,7.8,2.4,19.2,73.912,112.6094078,116.8851744,0.5009733196,0.5534851622,-1.8,0.4460107992
2015,1440,10.33333333,23.5,12.83333333,13,7.166666667,6.333333333,19.33333333,75.47333333,111.5515365,108.3566766,0.4462389472,0.6926472936,1.333333333,0.3504146865
2007,1142,10.3,24.8,16.3,10.3,7,2.6,14.4,68.42,122.875978,109.4695659,0.4939310051,0.7079795448,8.6,0.4122546209
2017,1417,11.33333333,29.11111111,20.11111111,10.33333333,5.333333333,5.222222222,16,71.93333333,116.3017779,100.7403209,0.4767046612,0.7867572243,11.33333333,0.353322942
2018,1305,10.22222222,25.55555556,16.22222222,8.333333333,5.111111111,4.222222222,16.22222222,70.06666667,119.2666864,108.5176867,0.4727555186,0.7264384874,7.444444444,0.4033296661
2017,1141,9.75,26.625,9.5,12.125,4.75,3.75,20.125,79.6,104.3222127,122.1866818,0.3998910239,0.8278444499,-13.75,0.3272857378
2018,1294,10.4,28,11.6,12.5,5.2,3.7,20.1,73.1,114.3365405,99.64265346,0.4992338424,0.6934558427,10.5,0.4008695494
2022,1112,8.166666667,26.66666667,19.58333333,12,6.333333333,4.416666667,16.08333333,70.55666667,118.5784183,102.1649979,0.5200963793,0.7562272111,11.58333333,0.3891987441
2024,1219,12.66666667,24.16666667,12.5,10.83333333,4.666666667,3,20,69.49333333,120.2881724,106.4775879,0.4536617002,0.7816358025,9.166666667,0.3391177788
2019,1240,13.375,27.125,14.5,13.625,5.625,3.375,17.375,72.885,114.5826736,102.4271466,0.4799340157,0.7226892321,8.5,0.311059828
2016,1322,11.85714286,21,15.28571429,14,7.571428571,2.571428571,20.71428571,75.23428571,110.4768201,119.5214132,0.4548329895,0.743598945,-6.571428571,0.3615977046
2018,1316,7.142857143,26.57142857,15.57142857,13.14285714,4.428571429,4.571428571,14.28571429,72.48571429,114.9061398,118.9228136,0.5017427994,0.7661485573,-2.714285714,0.407536412
2010,1370,13.85714286,26.85714286,14.14285714,16.14285714,9.571428571,1.285714286,22.85714286,75.80571429,110.3970991,96.18966249,0.5073040819,0.6202718602,10.71428571,0.3993231406
2005,1449,14.8,21.9,17.5,14.7,7.3,2.2,21.5,72.388,114.9898137,106.6763989,0.4722934728,0.7432842635,5.9,0.3990335249
2024,1454,11.44444444,26,15.44444444,11.22222222,5.333333333,4.111111111,19.33333333,72.88,114.6993386,107.4842855,0.4677413598,0.7670972303,5.111111111,0.294420897
2018,1236,9,25.5,13.5,8.5,6,4,17.33333333,71.80666667,115.9209903,117.352449,0.4610902947,0.7031496313,-0.8333333333,0.397627628
2008,1168,11.7,24.1,17.6,11.1,8.7,1.6,16.8,71.588,116.3541172,98.51324462,0.4926153225,0.6900562457,13,0.344241997
2020,1211,11.57142857,27.42857143,14.71428571,10.71428571,5.142857143,2.857142857,14.57142857,69.58285714,120.1827337,102.6819042,0.5081331815,0.7034312735,11.85714286,0.374491848
2018,1227,10.85714286,28.42857143,15.42857143,13.57142857,6.714285714,8.428571429,21,75.39428571,110.4109715,108.2028897,0.4571377225,0.720462514,1.857142857,0.3924479937
2012,1233,10.25,20.625,18.875,11.125,7.5,1.375,17,68.735,121.1782251,106.9620508,0.5226179158,0.7078712954,9.75,0.4496256211
2014,1233,8.875,24.5,16.625,10.125,6.25,3.875,16.5,68.14,122.4989252,108.4176341,0.5080125119,0.7126388889,9.625,0.3544441364
2019,1267,8,25.125,15.25,11.375,7.75,3.125,18.125,72.03,115.4579797,107.1984571,0.4627296619,0.7433469491,6.125,0.4157113623
2024,1241,8.555555556,24.88888889,14.11111111,9.444444444,7.666666667,2.666666667,16.88888889,68.48,121.7167633,102.6216573,0.4915905726,0.7310507759,13,0.4184294882
2019,1411,13,27.54545455,16,16.54545455,9.090909091,2.545454545,18,75.22181818,110.9259359,99.30769313,0.4861791296,0.6562864039,8.636363636,0.3430992547
2012,1324,8.5,25,13.83333333,11.83333333,4.833333333,2.833333333,19.16666667,69.28666667,120.1288223,108.1499218,0.4719727803,0.7395662043,8.833333333,0.4565877162
2013,1369,8.285714286,28,21.14285714,13,6.142857143,5.571428571,20.71428571,69.65714286,119.415461,108.0341047,0.5090090961,0.798458486,7.857142857,0.4648914777
2014,1190,10,28.28571429,13.57142857,10.71428571,8.571428571,3,21.57142857,74.12571429,113.2785098,108.2340059,0.4258696327,0.7844994496,3.285714286,0.4001645702
2003,1407,14,22.875,16.125,12,8.5,4.25,17.125,70,118.3407761,97.9970452,0.4665833507,0.6863023447,14.75,0.3625422452
2018,1301,8.75,22.625,16,12,6.875,3.75,18.5,71.25,116.5472785,109.5843287,0.510268013,0.6906469986,4.875,0.4988947813
2015,1322,10.44444444,23.66666667,16.22222222,12.11111111,6.777777778,3.777777778,19.88888889,73.25777778,113.3172004,108.3248482,0.4737116383,0.7528021149,4,0.3958950853
2019,1314,13.33333333,32.55555556,17.44444444,11.22222222,6.222222222,3.333333333,15.77777778,74.12444444,112.5506884,95.0606459,0.4507808874,0.6601869802,12.88888889,0.3337121075
2023,1194,8,26.7,13.8,11.1,6.9,2.7,15.5,71.828,115.4547314,93.73500069,0.4869370893,0.7036483646,15.8,0.3797685695
2017,1267,9.636363636,28.09090909,16.36363636,12.18181818,5.454545455,4.181818182,17.36363636,75.48727273,109.9159318,108.0043827,0.447580569,0.7520971897,1.272727273,0.3540266405
2023,1159,6.75,26.75,21.25,8.375,6.5,3.5,11.625,68.51,120.6870946,100.6217345,0.5370400442,0.5980829832,14,0.4566299181
2007,1340,13,25,18.57142857,13.85714286,7.428571429,5.857142857,20.57142857,71.8,114.9805571,104.5985567,0.5031041838,0.6141140294,7.857142857,0.3723887328
2008,1402,14.16666667,26.5,14.66666667,18.16666667,6.666666667,1.666666667,27.16666667,78.93333333,105.1836758,108.2576007,0.4296099958,0.7198647578,-2.5,0.3627152372
2008,1404,11.66666667,23.83333333,14.16666667,11.66666667,6.666666667,2.833333333,17.83333333,72.38,114.4327198,117.7673399,0.4490471014,0.7681948553,-2.166666667,0.3364594667
2013,1447,13.25,23,15.625,11.625,8,6.25,20.875,71.535,116.3872735,102.9367134,0.4835535819,0.7487276098,9,0.3231836485
2014,1418,15.5,24.7,13.1,13.4,5.9,4.7,21.5,70.252,118.2204551,108.601845,0.4839065582,0.6275445523,6.8,0.4144567932
2017,1418,12.66666667,23.77777778,14.55555556,14,7,2.444444444,21.33333333,72.39111111,114.7848519,108.2798954,0.481036055,0.7122245824,4.555555556,0.3614525924
2017,1284,9.375,28,11.625,13.875,5.625,4.5,19.375,73.51,112.8805566,97.17090513,0.4732730598,0.7725001993,11.625,0.4064695872
2021,1325,8.666666667,24.66666667,18.66666667,11.5,6.333333333,1.166666667,15.16666667,72.56666667,114.9204444,100.3265285,0.4994435102,0.718835271,10,0.4217933723
2017,1455,12.22222222,28.44444444,14.88888889,9.888888889,5.777777778,4.111111111,18.22222222,66.18222222,125.4321239,93.67891175,0.472848889,0.7794177397,21,0.4723746128
2018,1418,13,25.6,16.7,11.5,6.1,4.8,18.5,71.076,116.6514784,106.2423964,0.4521531022,0.7720067742,7.3,0.3461647491
2017,1233,10.11111111,25.55555556,15.33333333,11.77777778,8.111111111,2.666666667,20.22222222,73.29777778,113.3831161,106.8505213,0.4552559051,0.7698090822,4.333333333,0.4041698559
2018,1145,11.75,24.625,16.25,12.125,8.25,3.125,18.625,70.195,117.8551771,101.1342136,0.4839395906,0.7300420894,11.75,0.3619585737
2024,1232,4.875,26.375,18.625,11.25,5.625,1.5,14.75,70.5,117.9890305,101.401954,0.5197000795,0.8660551164,11.625,0.3897027268
2007,1249,12.3,25.5,19.3,15.1,5.6,3.1,17.7,72.444,114.5014047,111.8310613,0.4860080151,0.6954386054,1.9,0.384885397
2010,1358,12.8,26,20.7,14.3,8,2.7,21.4,70.952,116.065657,99.07706494,0.4771111946,0.7101042238,11.8,0.3784871855
2016,1303,7.2,22.2,14.4,11.2,10,2.4,21.2,75.704,109.1061134,112.5572437,0.4872234525,0.7066059757,-2.6,0.3430252101
2016,1246,11.6,26.2,15.6,8.5,4.2,5.4,19.3,66.264,125.2808436,107.3046806,0.4862802447,0.713538013,11.8,0.4396096681
2005,1314,14.66666667,24.66666667,16,14.66666667,9.333333333,3.111111111,17.55555556,73.06666667,113.7850163,99.60156761,0.464036032,0.7381599091,10.66666667,0.3230000323
2017,1329,12.25,23.25,15.75,11.25,6.25,2.625,17.75,69.19,119.5284611,113.5868255,0.4711131924,0.8725584341,4,0.401502583
2010,1324,12.75,27.25,13.125,14.25,5.875,6.25,17.375,70.77,117.0256047,102.6570869,0.4961833859,0.7588942308,10,0.3483241415
2018,1355,9,31,12.25,7.625,3.875,1.75,16.75,70.785,116.6434699,102.2705626,0.4468481876,0.7298902327,10.25,0.3768976221
2019,1459,9.375,25.75,15.25,10.875,6.75,3.125,16.625,68.33,120.9514778,94.36707408,0.4990903187,0.7141303079,18,0.43617834
2023,1267,6.857142857,24.14285714,16.14285714,11.14285714,7.857142857,4.857142857,17,75.33142857,109.7024442,102.187182,0.4634044527,0.78546013,6,0.3512034505
2007,1314,11.9,24.5,17.3,12.5,7.2,4,18.6,71.332,116.1571179,101.519408,0.5009770246,0.7252202502,10.4,0.3589285551
2013,1382,9.5,23.5,16.66666667,16.33333333,5.5,2,21,72.42666667,113.5690783,111.4533806,0.4904384831,0.8312158856,2.333333333,0.4139126775
2017,1423,11.77777778,23.33333333,15.33333333,9.555555556,5.888888889,3.444444444,19.66666667,68.92,119.9279278,109.6256223,0.4762418122,0.6524304671,7.222222222,0.3943771591
