Season,TeamID,OR,DR,Ast,TO,Stl,Blk,PF,Avg_Possessions,OffRtg,DefRtg,FG%,FT%,PPG_Diff%,3P%
2014,3384,13.55555556,27.33333333,15.55555556,15.77777778,9.333333333,4.111111111,23.44444444,82.87555556,99.79210107,99.10610147,0.4114410385,0.7172015675,0.7777777778,0.307615597
2014,3103,14.5,29.4,18.4,14.1,5.9,2.1,16.7,73.9,113.0120099,94.85948448,0.4609810897,0.8023237503,13.6,0.3529284441
2024,3465,7.9,29.6,20.1,13.9,9.6,1.6,18.7,81.3,102.5288419,89.24591225,0.4244660936,0.7960779221,10.3,0.3413688023
2021,3235,8.333333333,25.16666667,15,15,4.666666667,2.166666667,14,74.4,111.9663661,100.5183238,0.466836687,0.9201858814,8.5,0.4298932554
2015,3177,14.625,25.875,19.625,13.375,9.75,2.125,14.625,73.98,112.5301718,91.25494786,0.4515427995,0.7832802818,16.125,0.3584542988
2017,3170,17.77777778,23.33333333,15.77777778,13.77777778,10.66666667,1.888888889,21.11111111,80.17777778,102.8410414,111.5654203,0.3942892712,0.7125215817,-6.333333333,0.2743990066
2017,3323,11,25.625,18.125,10.5,7.25,4.625,15.125,69,120.4542188,95.98430543,0.5108832668,0.7431023837,17,0.4001397908
2010,3372,17.57142857,28.85714286,14.85714286,15,10.14285714,4,19.57142857,81.07428571,102.4922608,92.92572039,0.4141077048,0.680086245,7.285714286,0.3182934181
2018,3179,10.4,28.8,23.2,14.4,9.8,3.9,12.5,69.132,119.9139254,82.62924013,0.5101626102,0.8133520767,25.7,0.4304674586
2014,3177,15.22222222,23.33333333,18.11111111,13.77777778,11.55555556,2.222222222,17,74.14222222,111.490104,91.57672488,0.4457047457,0.6980330853,14.66666667,0.3949243922
2020,3163,11.44444444,31.33333333,18.77777778,12.33333333,9.777777778,4.666666667,11.33333333,69.77777778,118.140202,66.938335,0.4961194883,0.7361416361,36,0.4084355258
2018,3326,12.55555556,26.22222222,15.22222222,11.33333333,7.222222222,6,14,71.68888889,115.3631448,95.09973359,0.4789135637,0.7220151829,14.55555556,0.4047801509
2014,3407,16.625,24.25,12.625,12.5,9,2.375,21.625,80.105,102.1789491,98.1118568,0.3863975791,0.8608985133,4,0.3203286586
2015,3326,11.875,28.625,17.875,12.5,6.375,6.125,15.25,76.72,107.4335094,93.19854689,0.4437090397,0.7077736948,11.25,0.3973451002
2020,3407,19.57142857,35.42857143,15.14285714,14.42857143,6.285714286,3,17.57142857,79.77714286,103.5437463,91.13252831,0.4246986801,0.6296339225,8.857142857,0.2902477067
2024,3179,10.36363636,27.54545455,21.18181818,15.72727273,9.090909091,4.545454545,14,74.76363636,110.375365,90.60225209,0.5001212618,0.7486096023,14.81818182,0.3203771562
2016,3272,16,24.16666667,16.16666667,17.66666667,9.333333333,3.333333333,19.66666667,80.76666667,103.548031,102.5452206,0.4489035555,0.7268904535,1,0.3752314815
2010,3367,11.16666667,28.33333333,17,20,10.33333333,2.666666667,19,81.14666667,102.5574232,91.09346758,0.4675150543,0.7857881957,8.666666667,0.4000400132
2018,3384,14.90909091,26.27272727,17.09090909,15.72727273,14.09090909,4.272727273,15.27272727,77.41818182,106.2116099,82.77859959,0.4183115594,0.7778907961,18.09090909,0.3633470406
2023,3231,6.142857143,27.42857143,17.28571429,12.57142857,5.714285714,4.857142857,18.71428571,74.57714286,110.5496686,95.32622662,0.4873177807,0.8267379416,10.85714286,0.4047739298
2013,3323,18,27,17.5,14.375,10,2.25,14.875,75.51,109.6228505,82.76642397,0.4358969198,0.811700582,19.5,0.3152607809
2021,3195,5.727272727,28.90909091,17.45454545,9.909090909,11.72727273,3.545454545,16.18181818,74.82909091,109.6195051,72.85750064,0.468256218,0.7067647898,27.81818182,0.3518000561
2018,3451,10.22222222,29.11111111,15.33333333,9.555555556,6.444444444,3.444444444,17,75.22222222,108.5181556,103.7567534,0.4238827073,0.7695358886,3.555555556,0.3701155667
2011,3301,14.125,29.875,14.875,18.125,9.875,4.25,18.625,85.91,95.72219416,92.29599231,0.4212633895,0.6934762507,2.375,0.2871580899
2020,3179,13,29.71428571,17.57142857,18.28571429,7.714285714,3.285714286,18.85714286,76.69714286,106.946947,96.84818156,0.4542946824,0.7769042232,7.571428571,0.3194452109
2018,3407,21.3,28,15.1,16.5,10.8,4.2,21.7,79.188,103.171246,91.42724529,0.4002500159,0.7710038086,9.8,0.3385396321
2017,3309,14.125,21.625,12.5,16,9.25,3.25,21.125,77.62,105.8086926,104.3289003,0.4591349787,0.7409476921,0.75,0.3305263772
2017,3407,21,30.45454545,13.63636364,19.27272727,9.181818182,2.818181818,24.27272727,83.18181818,97.99833675,86.57109681,0.3888266276,0.700029423,10,0.2791396817
2022,3177,11.71428571,20.71428571,14.14285714,10.57142857,8.571428571,3,15.42857143,78.25142857,103.7798211,110.8589374,0.4192734189,0.8053997823,-5.571428571,0.3241894664
2024,3424,7.777777778,30.11111111,16.33333333,9.111111111,7.666666667,2.888888889,12.44444444,69.12,118.1406568,75.87627061,0.504415971,0.7918871252,29,0.3585533375
2010,3211,12.5,28.375,19.75,14.375,9.375,5.5,14.125,71.36,114.1898868,70.45279518,0.505142671,0.7925020886,31.125,0.3992017496
2018,3141,11.4,31.2,14.1,14,3.8,5,13.4,71.336,114.2582231,100.144764,0.4939825831,0.810844844,10.2,0.3655517471
2014,3391,11.8,28,16.8,14.9,9.2,5.5,14.1,73.668,109.947122,86.09176286,0.4741248409,0.7221125392,17.8,0.3946972635
2020,3116,8.625,23.375,14.125,10.25,8.375,2.625,14.125,73.215,111.0927235,104.1796406,0.4449861959,0.7871406073,5.125,0.4133048465
2014,3377,13.33333333,25.44444444,14.55555556,11.33333333,6.666666667,3.111111111,23.11111111,71.76,113.0299491,104.8607482,0.4358872302,0.8099715765,5.555555556,0.3283656431
2014,3265,8,28.625,19.5,12.25,7,3.75,12.625,68.065,119.3085817,90.80462086,0.5074193823,0.7655900175,19.25,0.4530430469
2020,3465,5.833333333,30.16666667,19.83333333,12.16666667,6.833333333,3.333333333,14.16666667,76.25333333,105.8258888,97.09487613,0.4525320686,0.7386133981,7,0.3864235438
2020,3176,15.16666667,29.16666667,12.16666667,12.16666667,9.166666667,5.666666667,20.83333333,77.58666667,105.0525148,94.15167462,0.4036265779,0.7979727244,8,0.3128238911
2020,3234,9.5,25,19.16666667,17.33333333,9,3.166666667,15.5,75.54666667,107.3962301,103.442134,0.4813041489,0.7865581422,3,0.3745621153
2022,3163,9.5,26.2,20.7,12.5,11.1,4.7,11.4,69.656,116.3994851,63.07002866,0.5287302906,0.712689131,37.2,0.367103363
2011,3167,12,23,16.6,13.4,12.4,3.4,16,73.608,110.0935575,89.12782699,0.4461974361,0.6923466189,15.2,0.4518485773
2014,3379,11.44444444,26.11111111,18.44444444,14.88888889,8.222222222,3.333333333,21.11111111,75.04444444,107.9651976,99.57917176,0.4893304434,0.7267053118,6.333333333,0.3241662477
2016,3415,8,23.33333333,20.33333333,10.55555556,13,3,16.22222222,72.51555556,111.7854016,87.87112809,0.4823787014,0.8323996265,16.88888889,0.4099376268
2017,3141,11,29.625,13.125,14.25,4.375,4.5,15.5,72.48,110.7029575,96.81557286,0.4686456962,0.8325204385,10.375,0.3713003515
2023,3315,8.428571429,25.42857143,15.71428571,15,10.57142857,1.714285714,20,79.58285714,100.9866146,88.09927867,0.4491757754,0.8185660441,10,0.3393135245
2015,3346,15.6,30.8,18.7,13.2,8.1,6,16.5,74.352,108.4282326,82.2596127,0.404096407,0.7528649392,19.5,0.3690871888
2016,3407,16.90909091,27.81818182,14.63636364,18.18181818,9.636363636,4.363636364,18.90909091,79.98909091,100.4074559,89.50468726,0.3997243047,0.7746246152,9,0.3309921113
2018,3355,11.375,30.125,17.375,11.875,6.75,4.25,13.75,68.565,117.8085082,86.04809123,0.4867480853,0.8014763273,21.75,0.4134604057
2024,3211,12,23.14285714,20.14285714,13,9,2.428571429,10.85714286,71.04571429,113.4250349,80.87735305,0.4643144533,0.7901360544,23,0.3791562707
2014,3442,12.28571429,22.71428571,17.85714286,13.42857143,6.571428571,1.857142857,15.57142857,71.82285714,111.9975464,114.6192013,0.4820138451,0.6829473524,-1.857142857,0.3752344663
2017,3442,11.42857143,25.57142857,18.42857143,10.14285714,9.142857143,3.857142857,15.85714286,70.6,114.5241615,93.37588138,0.4320021117,0.7436344365,14.71428571,0.3736702138
2019,3280,15.44444444,22,14.55555556,11.55555556,7.666666667,3.555555556,19.55555556,68.97333333,116.1860489,95.2479919,0.471553417,0.7645148926,15,0.3811965812
2024,3355,7.333333333,26.77777778,18.11111111,12.22222222,5.222222222,4.111111111,12.22222222,68.00444444,117.900394,86.32034578,0.5377929317,0.6925307936,21.77777778,0.4243516762
2020,3129,11.42857143,30.28571429,20.71428571,13.14285714,6.428571429,4.857142857,18.28571429,74.05714286,108.6971664,88.30219637,0.463975243,0.7342186875,14.71428571,0.3563069098
2020,3101,6.857142857,25.42857143,16,15.14285714,5.428571429,2.571428571,17.28571429,69.98857143,114.3625887,102.3098059,0.5251564192,0.7539005822,8.571428571,0.4432815735
2010,3358,16.875,25.5,19.75,13.25,11.5,2.25,18.875,80.025,100.874484,101.3722163,0.4130432167,0.6450732239,-0.125,0.3254319955
2013,3429,10.25,29.5,13.625,16.25,8.375,3.5,19.75,78.28,102.540241,94.26988891,0.4418722404,0.8056391624,6.125,0.3710064935
2014,3101,13.8,26.2,16,16,6.4,3.6,15,72.168,110.8963505,100.1182345,0.4714789856,0.6715810277,8,0.3499275362
2015,3234,11.125,25.5,20.875,12,4.875,6.125,15.875,76.005,105.9123807,102.2226744,0.4368228845,0.8182844933,2.125,0.3711733633
2019,3407,21.875,28.625,16,17.375,8.75,2.875,21.625,80.73,99.30750037,93.01509245,0.3864900533,0.6562733784,5,0.3110570629
2021,3219,5.875,27.75,17.25,13.125,5,2.375,16.25,72.95,109.9938027,89.39448562,0.4819608512,0.7233592796,15.125,0.4256183408
2020,3377,13.125,26,14.5,11.25,8.5,3.75,17.5,70.435,114.4063984,78.07777624,0.4578095966,0.7272378332,25.625,0.3480620478
2012,3122,10,25.83333333,16.16666667,14.83333333,7.5,3.166666667,18.83333333,77.38666667,103.3073572,107.4567779,0.4621247704,0.7413031784,-2.666666667,0.3868598994
2023,3426,11.875,23.625,15.625,14.25,9.5,2.875,21.75,78.305,101.8441188,97.75416955,0.4408980832,0.7347995798,3.375,0.3351627845
2020,3376,15,30.11111111,16.11111111,13.33333333,8.555555556,9.666666667,11.44444444,70.86222222,112.5863632,79.07230482,0.4805270321,0.727711222,23.88888889,0.251545225
2019,3308,13.66666667,26.33333333,14.55555556,14.22222222,12.77777778,6.111111111,16.88888889,76.43111111,104.4508954,85.78822364,0.4421465667,0.7254173899,14.55555556,0.3452246546
2021,3141,7.625,23.125,15.125,13.25,7.375,3.25,17.5,74.265,108.2320946,101.8728667,0.4740815096,0.709143675,4.75,0.3536945813
2019,3125,9.375,28.25,17.25,9.75,4.5,0.875,11.5,64.96,122.2184414,96.20933659,0.49128802,0.6708913862,17.25,0.3989835615
2017,3449,10.85714286,29.42857143,11,10.57142857,4.857142857,4,14.57142857,69.21142857,115.3019504,96.92338722,0.4730440787,0.7222383774,12.85714286,0.3289398513
2011,3390,11.88888889,27.88888889,17.22222222,14.11111111,7.666666667,1.888888889,14,69.8,113.6903629,80.2997064,0.4962937032,0.7401234568,24,0.3125317674
2024,3376,13.44444444,26.77777778,18.55555556,14.11111111,7.888888889,6.666666667,16.11111111,74.76444444,106.4431956,82.19836984,0.4648746016,0.7024662501,18.33333333,0.3771729895
2011,3453,11.5,25.3,21.4,14.2,11.7,1,17.7,72.192,110.3385948,73.36521978,0.4665063429,0.7535671551,26.8,0.4158270458
2014,3320,10,27.25,16.75,11.375,3.125,2.75,16.375,69.685,113.8438303,102.2934862,0.4514402172,0.7796005164,7.75,0.3387932828
2018,3138,15.2,28.6,18.7,12.5,9.9,4.5,18.1,71.808,110.7314076,84.99554575,0.4502618533,0.7455522256,18.5,0.348567644
2018,3177,13.11111111,29.55555556,18.66666667,13.88888889,6.111111111,2.555555556,13.55555556,70.23111111,112.9428102,92.54733137,0.4510340194,0.7401140191,14.77777778,0.3733071801
2023,3376,13.33333333,28.55555556,18,11.66666667,4.111111111,7.222222222,14,71.46222222,111.3088355,81.5517005,0.4781462791,0.7075484104,21.33333333,0.3360297654
2017,3324,13.85714286,26,14.14285714,14.42857143,11.14285714,2,17.71428571,75.66857143,104.7963477,88.70284866,0.4279149534,0.7118392812,12.85714286,0.357644095
2023,3268,8.571428571,24,17.57142857,12.71428571,10.28571429,3,16,75.59428571,105.2315146,89.89355837,0.453071428,0.8404068261,11.57142857,0.3050911821
2020,3443,15.57142857,23.28571429,13.57142857,13,9.857142857,1.857142857,16.57142857,71.8,111.7335653,94.94663904,0.453775458,0.6250943076,11.14285714,0.3347762173
2018,3225,11.1,26.4,17.2,11.2,4.2,2.6,14.5,68.884,115.3044245,112.0552343,0.4377903751,0.845603556,1.9,0.3825147969
2014,3195,10.1,27.1,18.5,11.6,10.5,4.9,16,69.868,113.1352147,79.7074967,0.4618029063,0.7011099942,23.5,0.3951523785
2014,3334,13.125,26.5,14.25,13.625,8.5,2.625,21.625,72.995,108.3665312,95.53434133,0.4485687999,0.6751791198,9.25,0.3600130619
2014,3236,10.83333333,18.83333333,12.33333333,11.33333333,7.666666667,3,23,69.05333333,114.8975718,114.7008965,0.4500882882,0.8148452854,0.1666666667,0.3618038445
2014,3450,15.11111111,27.33333333,13.55555556,10.44444444,8,2.333333333,21.55555556,78.29777778,100.74398,101.9616919,0.39719964,0.626963567,-0.3333333333,0.3423551757
2024,3293,10.2,26.3,17.3,13.8,6.5,2.8,17,76.82,103.2175553,91.87185382,0.4501357364,0.8567700658,8.6,0.2736577862
2024,3372,8.9,24.6,16.7,13.7,9.7,4.1,14.7,76.32,104.1945223,90.77504884,0.4563501039,0.7530884936,9.7,0.3477251152
2017,3266,9.125,31.25,14.75,11.75,4.625,2.125,13,71.72,110.3468171,95.80381803,0.4819834176,0.7671693645,10.5,0.370277486
2019,3179,9.9,29.8,19.2,18.5,9.8,2.5,17.4,74.368,106.1586552,84.66079665,0.4744714682,0.8108793122,16,0.3823387935
2023,3179,8.181818182,27.90909091,20.72727273,15.18181818,6.727272727,5.272727273,13.72727273,72.73090909,109.1417726,89.09014068,0.4930002616,0.7500028692,14.27272727,0.3819059072
2020,3328,11.83333333,22.66666667,13.5,18.83333333,9,2.166666667,22,82.16,96.22052175,113.4744239,0.4216685197,0.7434193122,-14,0.358031855
2016,3334,13.57142857,26.57142857,17.71428571,16,8.714285714,2.571428571,20.85714286,79.14285714,100.9980358,91.16561122,0.4121345742,0.732395417,6.428571429,0.3231296015
2023,3428,9.428571429,22.28571429,17.85714286,12,5.857142857,2.428571429,17.57142857,70.41142857,112.4694454,101.1542045,0.4564755675,0.7911088336,7.857142857,0.3534482427
2018,3280,11.22222222,22.33333333,15.88888889,8.888888889,8.111111111,3.333333333,12.55555556,66.71555556,118.535625,84.94371418,0.4703718242,0.7441974858,22.55555556,0.4275486697
2016,3343,12.44444444,30.55555556,16.77777778,14.33333333,5.888888889,5,19,67.92444444,116.2053048,84.86973132,0.519556535,0.7245287241,21.22222222,0.4289004206
2016,3268,14.88888889,28.11111111,19.22222222,15.77777778,8,4.222222222,12.33333333,71.24888889,111.1320394,87.41542936,0.4789618927,0.7697429784,17,0.3815380698
2012,3343,15.44444444,27.33333333,15.11111111,15.77777778,12,3.777777778,15.11111111,69.87111111,113.106876,69.6043341,0.4936615923,0.7058044975,30.44444444,0.3625999545
2016,3117,11.6,24.5,16.4,13.7,7.7,2.9,17.3,71.068,111.7723833,89.3306663,0.4776338353,0.7418963759,15.3,0.4124953308
2016,3404,8.5,26.33333333,16.83333333,9.333333333,8.666666667,2.5,15.33333333,69.78,113.0498117,92.97113231,0.4686558122,0.793504902,14.33333333,0.3691630356
2015,3391,11.5,30,13.5,12.875,8.75,6.25,12.75,72.435,108.4334258,84.37164234,0.4516462974,0.7275585951,17.875,0.4043556097
2016,3266,16.33333333,24.33333333,15,13.66666667,7.333333333,2.333333333,16.5,75.70666667,104.2115395,109.4390963,0.4220329118,0.6575423034,-3.833333333,0.2916353319
2020,3292,12,30.83333333,13.83333333,16,7,2.333333333,19,77.99333333,100.6037773,91.81091447,0.4492003923,0.5733283171,6.833333333,0.311001221
2019,3163,11.55555556,28.77777778,19.66666667,13,9.666666667,4.888888889,11,68.83555556,114.5544869,71.74941858,0.4884779171,0.7680659719,29.55555556,0.334809121
2014,3167,13.22222222,26.66666667,14,13.44444444,10.11111111,2,22.77777778,76.44444444,102.7980001,95.05370119,0.4391379548,0.7273361926,6.111111111,0.2813447048
2024,3295,8.888888889,24.88888889,12.88888889,14.66666667,5.222222222,2.111111111,17.66666667,72.65777778,108.4896343,93.06556435,0.4908991975,0.7409037876,11.44444444,0.4037549591
2019,3177,14.77777778,22.33333333,19.11111111,12.22222222,7.444444444,1.111111111,16.66666667,69.67555556,113.0797977,93.47703167,0.4377719513,0.7297920911,13.66666667,0.3149624898
2022,3140,10.625,21.875,21.5,10,10.25,4,14.875,70.835,111.0898231,80.66805804,0.4637821689,0.7855035589,21.875,0.3256571593
2022,3301,10.375,27.5,14.5,10.375,7.25,3.25,11.625,71.215,110.5499033,83.36239341,0.4781448669,0.7754644843,19.375,0.2955454074
2013,3124,11.66666667,28.77777778,22.22222222,13.33333333,8.111111111,7,10.88888889,69.34222222,114.2910658,81.2509343,0.5404605187,0.6727954145,22.55555556,0.3694444444
2014,3141,15,29.5,13.5,14.5,6.25,2.875,18.5,76.94,102.4238439,96.94858912,0.4154481657,0.6015971161,3.875,0.3728307924
2019,3393,14.5,22.75,15.5,14.625,7,4,17.375,71.19,111.1263958,105.0376608,0.4576605673,0.7227772228,4,0.4031927659
2023,3205,10,21.75,10.75,13,8.25,3.375,19.375,72.265,109.0234409,85.88627121,0.4681330293,0.7022726137,16.875,0.3911917791
2019,3249,17.42857143,21.14285714,17,14.28571429,18.28571429,2.714285714,16.42857143,76.16571429,103.1485664,80.48717937,0.4206594538,0.6616496599,17.71428571,0.3017555815
2020,3251,12.42857143,24.57142857,14.42857143,13.85714286,7.142857143,2.714285714,18,68.13142857,115.4390075,97.36105121,0.4947125607,0.7455112938,11.85714286,0.4355104361
2023,3117,10.55555556,26.55555556,13.11111111,13.88888889,8.333333333,1.555555556,19.33333333,78.74666667,99.5983465,92.58499989,0.4109447072,0.792919124,5.555555556,0.3449656999
2021,3116,4.5,22.83333333,8.5,12.66666667,7.833333333,2.833333333,16,74.64666667,105.5221919,96.62011428,0.4773167113,0.7549030679,6.666666667,0.4094765761
2016,3125,13.625,31.25,18.25,14.125,4.375,3.125,13.5,68.06,115.8470514,91.31598937,0.4776676276,0.7193017358,16.5,0.3748102739
2020,3325,12,24.375,12.25,12.25,10.625,2.25,18.75,74.885,105.151599,97.90734528,0.4215268046,0.632708995,5.375,0.3472459063
2011,3274,14.25,25.75,15.875,16.25,10.125,4.5,16.875,78.085,100.6818805,89.86705968,0.4106146238,0.7258505604,8.375,0.3636981523
2022,3465,7.7,24.3,18.9,15.2,11.7,4.3,18.9,77.692,101.7052619,91.29944328,0.4658664003,0.7587160665,7.7,0.3146578723
2019,3176,12.6,29.4,16.2,16.6,7.4,3,21,79.656,98.20198867,101.7553433,0.4031940112,0.7845004177,-2.4,0.3420991949
2021,3372,11.42857143,20.42857143,19.85714286,15.57142857,13.71428571,5.571428571,20.28571429,70.92,109.8107996,77.446592,0.4857142077,0.7402348747,23.57142857,0.3768275281
